"","ZEB1","VIM","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",0.728608893112421,0.657679756001327,0.60472609487646,0.350457488841793,-0.768529841729022,-0.657679756001327,-0.657679756001327,0,-0.768529841729022,0.768529841729022,0.703066733408771,-0.768529841729022,0,-0.768529841729022,0.60472609487646,-0.657679756001327,0.703066733408771,-0.703066733408771
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"TGFB",0.350457488841793,0.309740762777588,0.28836448166485,0.165597317035666,-0.324556121249584,-0.309740762777588,-0.309740762777588,0,-0.324556121249584,0.324556121249584,0.297700226053077,-0.324556121249584,0,-0.324556121249584,0.28836448166485,-0.309740762777588,0.297700226053077,-0.297700226053077
"SNAIL1",0.374095575056857,0.330912310894742,0.309740762777588,0.0751693523182529,-0.350457488841793,-0.330912310894742,-0.330912310894742,0,-0.350457488841793,0.350457488841793,0.324556121249584,-0.350457488841793,0,-0.350457488841793,0.309740762777588,-0.330912310894742,0.324556121249584,-0.324556121249584
"MIR340",-0.768529841729022,-0.60472609487646,-0.547544027172892,-0.324556121249584,0.703066733408771,0.60472609487646,0.60472609487646,0,0.703066733408771,-0.703066733408771,-0.633980711903395,0.703066733408771,0,0.703066733408771,-0.547544027172892,0.60472609487646,-0.633980711903395,0.633980711903395
"MIR34",-0.350457488841793,-0.309740762777588,-0.28836448166485,-0.165597317035666,0.324556121249584,0.309740762777588,0.309740762777588,0,0.324556121249584,-0.324556121249584,-0.297700226053077,0.324556121249584,0,0.324556121249584,-0.28836448166485,0.309740762777588,-0.297700226053077,0.297700226053077
"MIR200",-0.657679756001327,-0.604185652545728,-0.657155949575431,-0.309740762777588,0.60472609487646,0.604185652545728,0.604185652545728,0,0.60472609487646,-0.60472609487646,-0.547544027172892,0.60472609487646,0,0.60472609487646,-0.557155949575431,0.604185652545728,-0.547544027172892,0.547544027172892
"MIR190",-0.324556121249584,-0.28836448166485,-0.362551862161982,-0.154163869936689,0.297700226053077,0.28836448166485,0.28836448166485,0,0.297700226053077,-0.297700226053077,-0.265895068459954,0.297700226053077,0,0.297700226053077,-0.262551862161982,0.28836448166485,-0.265895068459954,0.265895068459954
"MIR1199",-0.768529841729022,-0.60472609487646,-0.547544027172892,-0.324556121249584,0.703066733408771,0.60472609487646,0.60472609487646,0,0.703066733408771,-0.703066733408771,-0.633980711903395,0.703066733408771,0,0.703066733408771,-0.547544027172892,0.60472609487646,-0.633980711903395,0.633980711903395
"HAS2",0.703066733408771,0.547544027172892,0.486652938063981,0.297700226053077,-0.633980711903395,-0.547544027172892,-0.547544027172892,0,-0.633980711903395,0.633980711903395,0.657423935346618,-0.633980711903395,0,-0.633980711903395,0.486652938063981,-0.547544027172892,0.557423935346618,-0.557423935346618
"HA",0.768529841729022,0.60472609487646,0.547544027172892,0.324556121249584,-0.703066733408771,-0.60472609487646,-0.60472609487646,0,-0.703066733408771,0.703066733408771,0.633980711903395,-0.703066733408771,0,-0.703066733408771,0.547544027172892,-0.60472609487646,0.633980711903395,-0.633980711903395
"GRHL2",-0.876695256161253,-0.724943591942996,-0.666760559210865,-0.35477554529626,0.810216913411723,0.724943591942996,0.724943591942996,0,0.810216913411723,-0.810216913411723,-0.739125467983995,0.810216913411723,0,0.810216913411723,-0.666760559210865,0.724943591942996,-0.739125467983995,0.839125467983995
"EXTGFB",0.350457488841793,0.309740762777588,0.28836448166485,0.165597317035666,-0.324556121249584,-0.309740762777588,-0.309740762777588,0,-0.324556121249584,0.324556121249584,0.297700226053077,-0.324556121249584,0,-0.324556121249584,0.28836448166485,-0.309740762777588,0.297700226053077,-0.297700226053077
"ESRP1",-0.703066733408771,-0.547544027172892,-0.486652938063981,-0.297700226053077,0.633980711903395,0.547544027172892,0.547544027172892,0,0.633980711903395,-0.633980711903395,-0.557423935346618,0.633980711903395,0,0.633980711903395,-0.486652938063981,0.547544027172892,-0.657423935346618,0.557423935346618
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"CD44s",0.768529841729022,0.60472609487646,0.547544027172892,0.324556121249584,-0.703066733408771,-0.60472609487646,-0.60472609487646,0,-0.703066733408771,0.703066733408771,0.633980711903395,-0.703066733408771,0,-0.703066733408771,0.547544027172892,-0.60472609487646,0.633980711903395,-0.633980711903395
"CD24",-0.768529841729022,-0.60472609487646,-0.547544027172892,-0.324556121249584,0.703066733408771,0.60472609487646,0.60472609487646,0,0.703066733408771,-0.703066733408771,-0.633980711903395,0.703066733408771,0,0.703066733408771,-0.547544027172892,0.60472609487646,-0.633980711903395,0.633980711903395
