"","ZEB1","VIM","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",0.755598458421864,0.682334363362239,0.663568958002718,0.247619355818615,-0.790365754019348,-0.682334363362239,-0.682334363362239,-0.790365754019348,-0.790365754019348,0.790365754019348,0.716759091623448,-0.790365754019348,0,-0.790365754019348,0.622448703524221,-0.682334363362239,0.716759091623448,-0.716759091623448
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"TGFB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAIL1",0.379312732051626,0.337251717062892,0.354321357259802,0.0559837076623346,-0.353443211574161,-0.337251717062892,-0.337251717062892,-0.353443211574161,-0.353443211574161,0.353443211574161,0.325080333576247,-0.353443211574161,0,-0.353443211574161,0.312733598327348,-0.337251717062892,0.325080333576247,-0.325080333576247
"MIR340",-0.790365754019348,-0.622448703524221,-0.596152461751866,-0.216025152920064,0.716759091623448,0.622448703524221,0.622448703524221,0.716759091623448,0.716759091623448,-0.716759091623448,-0.645559091623448,0.716759091623448,0,0.716759091623448,-0.55784062751472,0.622448703524221,-0.645559091623448,0.645559091623448
"MIR34",-0.353443211574161,-0.312733598327348,-0.32964457254929,-0.147748413544688,0.325080333576247,0.312733598327348,0.312733598327348,0.325080333576247,0.325080333576247,-0.325080333576247,-0.2976631150332,0.325080333576247,0,0.325080333576247,-0.290077348327348,0.312733598327348,-0.2976631150332,0.2976631150332
"MIR200",-0.790365754019348,-0.622448703524221,-0.696152461751866,-0.216025152920064,0.716759091623448,0.622448703524221,0.622448703524221,0.716759091623448,0.716759091623448,-0.716759091623448,-0.645559091623448,0.716759091623448,0,0.716759091623448,-0.55784062751472,0.622448703524221,-0.645559091623448,0.645559091623448
"MIR190",0,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR1199",-0.790365754019348,-0.622448703524221,-0.596152461751866,-0.216025152920064,0.716759091623448,0.622448703524221,0.622448703524221,0.716759091623448,0.716759091623448,-0.716759091623448,-0.645559091623448,0.716759091623448,0,0.716759091623448,-0.55784062751472,0.622448703524221,-0.645559091623448,0.645559091623448
"HAS2",0.716759091623448,0.55784062751472,0.523246935905164,0.195950803477685,-0.645559091623448,-0.55784062751472,-0.55784062751472,-0.645559091623448,-0.645559091623448,0.645559091623448,0.661392424956781,-0.645559091623448,0,-0.645559091623448,0.493354646206309,-0.55784062751472,0.561392424956781,-0.561392424956781
"HA",0.790365754019348,0.622448703524221,0.596152461751866,0.216025152920064,-0.716759091623448,-0.622448703524221,-0.622448703524221,-0.716759091623448,-0.716759091623448,0.716759091623448,0.645559091623448,-0.716759091623448,0,-0.716759091623448,0.55784062751472,-0.622448703524221,0.645559091623448,-0.645559091623448
"GRHL2",-0.895835814953214,-0.7467458774874,-0.710781958369933,-0.325080333576247,0.822917242217624,0.7467458774874,0.7467458774874,0.822917242217624,0.822917242217624,-0.822917242217624,-0.748119554356352,0.822917242217624,0,0.822917242217624,-0.682171500875191,0.7467458774874,-0.748119554356352,0.848119554356352
"EXTGFB",0.353443211574161,0.312733598327348,0.32964457254929,0.147748413544688,-0.325080333576247,-0.312733598327348,-0.312733598327348,-0.325080333576247,-0.325080333576247,0.325080333576247,0.2976631150332,-0.325080333576247,0,-0.325080333576247,0.290077348327348,-0.312733598327348,0.2976631150332,-0.2976631150332
"ESRP1",-0.716759091623448,-0.55784062751472,-0.523246935905164,-0.195950803477685,0.645559091623448,0.55784062751472,0.55784062751472,0.645559091623448,0.645559091623448,-0.645559091623448,-0.561392424956781,0.645559091623448,0,0.645559091623448,-0.493354646206309,0.55784062751472,-0.661392424956781,0.561392424956781
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"CD44s",0.790365754019348,0.622448703524221,0.596152461751866,0.216025152920064,-0.716759091623448,-0.622448703524221,-0.622448703524221,-0.716759091623448,-0.716759091623448,0.716759091623448,0.645559091623448,-0.716759091623448,0,-0.716759091623448,0.55784062751472,-0.622448703524221,0.645559091623448,-0.645559091623448
"CD24",-0.790365754019348,-0.622448703524221,-0.596152461751866,-0.216025152920064,0.716759091623448,0.622448703524221,0.622448703524221,0.716759091623448,0.716759091623448,-0.716759091623448,-0.645559091623448,0.716759091623448,0,0.716759091623448,-0.55784062751472,0.622448703524221,-0.645559091623448,0.645559091623448
