"","ZEB1","VIM","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",0.68958460132062,0.620690930785905,0.614405948325422,0.366634046799963,-0.736091626850009,-0.620690930785905,-0.620690930785905,-0.736091626850009,-0.736091626850009,0.736091626850009,0.680118175522575,-0.736091626850009,0,0,0.575818699099364,-0.620690930785905,0,-0.680118175522575
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"TGFB",0.340150552376831,0.303470657020557,0.323074255843312,0.170953422243582,-0.314380004431626,-0.303470657020557,-0.303470657020557,-0.314380004431626,-0.314380004431626,0.314380004431626,0.292322861574483,-0.314380004431626,0,0,0.284862702475103,-0.303470657020557,0,-0.292322861574483
"SNAIL1",0.359875548284508,0.323224404343898,0.343004172619484,0.0811242928701077,-0.340150552376831,-0.323224404343898,-0.323224404343898,-0.340150552376831,-0.340150552376831,0.340150552376831,0.314380004431626,-0.340150552376831,0,0,0.303470657020557,-0.323224404343898,0,-0.314380004431626
"MIR340",-0.736091626850009,-0.575818699099364,-0.557766944176044,-0.343551924461335,0.680118175522575,0.575818699099364,0.575818699099364,0.680118175522575,0.680118175522575,-0.680118175522575,-0.615224558501299,0.680118175522575,0,0,-0.524458154881676,0.575818699099364,0,0.615224558501299
"MIR34",-0.340150552376831,-0.303470657020557,-0.323074255843312,-0.170953422243582,0.314380004431626,0.303470657020557,0.303470657020557,0.314380004431626,0.314380004431626,-0.314380004431626,-0.292322861574483,0.314380004431626,0,0,-0.284862702475103,0.303470657020557,0,0.292322861574483
"MIR200",-0.624356549933869,-0.58470820577207,-0.67461330280394,-0.317377758224302,0.579444138454182,0.58470820577207,0.58470820577207,0.579444138454182,0.579444138454182,-0.579444138454182,-0.524214780656017,0.579444138454182,0,0,-0.541668019400492,0.58470820577207,0,0.524214780656017
"MIR190",-0.314380004431626,-0.284862702475103,-0.394746610792118,-0.161239136529296,0.292322861574483,0.284862702475103,0.284862702475103,0.292322861574483,0.292322861574483,-0.292322861574483,-0.258595050923595,0.292322861574483,0,0,-0.25990891319599,0.284862702475103,0,0.258595050923595
"MIR1199",-0.736091626850009,-0.575818699099364,-0.557766944176044,-0.343551924461335,0.680118175522575,0.575818699099364,0.575818699099364,0.680118175522575,0.680118175522575,-0.680118175522575,-0.615224558501299,0.680118175522575,0,0,-0.524458154881676,0.575818699099364,0,0.615224558501299
"HAS2",0.680118175522575,0.524458154881676,0.499230358810191,0.316488925348646,-0.615224558501299,-0.524458154881676,-0.524458154881676,-0.615224558501299,-0.615224558501299,0.615224558501299,0.6484229390681,-0.615224558501299,0,0,0.470912922607838,-0.524458154881676,0,-0.5484229390681
"HA",0.736091626850009,0.575818699099364,0.557766944176044,0.343551924461335,-0.680118175522575,-0.575818699099364,-0.575818699099364,-0.680118175522575,-0.680118175522575,0.680118175522575,0.615224558501299,-0.680118175522575,0,0,0.524458154881676,-0.575818699099364,0,-0.615224558501299
"GRHL2",-0.848285237389697,-0.69759029914575,-0.676330765347846,-0.361817138810449,0.789691487389697,0.69759029914575,0.69759029914575,0.789691487389697,0.789691487389697,-0.789691487389697,-0.724326122024332,0.789691487389697,0,0,-0.645666008924929,0.69759029914575,0,0.824326122024332
"EXTGFB",0.340150552376831,0.303470657020557,0.323074255843312,0.170953422243582,-0.314380004431626,-0.303470657020557,-0.303470657020557,-0.314380004431626,-0.314380004431626,0.314380004431626,0.292322861574483,-0.314380004431626,0,0,0.284862702475103,-0.303470657020557,0,-0.292322861574483
"ESRP1",-0.680118175522575,-0.524458154881676,-0.499230358810191,-0.316488925348646,0.615224558501299,0.524458154881676,0.524458154881676,0.615224558501299,0.615224558501299,-0.615224558501299,-0.5484229390681,0.615224558501299,0,0,-0.470912922607838,0.524458154881676,-0.1,0.5484229390681
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"CD44s",0.736091626850009,0.575818699099364,0.557766944176044,0.343551924461335,-0.680118175522575,-0.575818699099364,-0.575818699099364,-0.680118175522575,-0.680118175522575,0.680118175522575,0.615224558501299,-0.680118175522575,0,0,0.524458154881676,-0.575818699099364,0,-0.615224558501299
"CD24",-0.736091626850009,-0.575818699099364,-0.557766944176044,-0.343551924461335,0.680118175522575,0.575818699099364,0.575818699099364,0.680118175522575,0.680118175522575,-0.680118175522575,-0.615224558501299,0.680118175522575,0,0,-0.524458154881676,0.575818699099364,0,0.615224558501299
