"","MIR340","MIR190","MIR1199","GRHL2","ESRP1","CD24","MIR200","MIR34","SNAIL1","TGFB","HA","CD44s","ZEB1","HAS2"
"GRHL2",0.786748712447862,0.786748712447862,0.786748712447862,0.786748712447862,0.786748712447862,0.822655043757489,0.686342936680111,0.514627063425906,-0.313775271455608,-0.670768811369566,-0.722655043757489,-0.722655043757489,-0.845003352630213,-0.786748712447862
"MIR340",0.676962057525268,0.676962057525268,0.676962057525268,0.676962057525268,0.676962057525268,0.613903233995856,0.568200910540006,0.40250311909019,-0.293182561909914,-0.55582487700182,-0.613903233995856,-0.613903233995856,-0.733378086341117,-0.676962057525268
"MIR1199",0.676962057525268,0.676962057525268,0.676962057525268,0.676962057525268,0.676962057525268,0.613903233995856,0.568200910540006,0.40250311909019,-0.293182561909914,-0.55582487700182,-0.613903233995856,-0.613903233995856,-0.733378086341117,-0.676962057525268
"CD24",0.676962057525268,0.676962057525268,0.676962057525268,0.676962057525268,0.676962057525268,0.613903233995856,0.568200910540006,0.40250311909019,-0.293182561909914,-0.55582487700182,-0.613903233995856,-0.613903233995856,-0.733378086341117,-0.676962057525268
"ESRP1",0.613903233995856,0.613903233995856,0.613903233995856,0.613903233995856,0.613903233995856,0.546906534325889,0.519076767356457,0.369982174688057,-0.272638996762032,-0.498132569309513,-0.546906534325889,-0.646906534325889,-0.676962057525268,-0.613903233995856
"MIR200",0.576715172366782,0.576715172366782,0.576715172366782,0.576715172366782,0.576715172366782,0.525523717970726,0.559065873166676,0.256734282921426,-0.255876381413622,-0.661170606630062,-0.525523717970726,-0.525523717970726,-0.621857315447069,-0.576715172366782
"MIR34",0.269422675518891,0.269422675518891,0.269422675518891,0.269422675518891,0.269422675518891,0.249830838784197,0.235579530629042,0.0726538203877212,-0.0873465715981775,-0.265064658240638,-0.249830838784197,-0.249830838784197,-0.288132352938245,-0.269422675518891
"MIR190",0.249830838784197,0.249830838784197,0.249830838784197,0.249830838784197,0.249830838784197,0.226125116713352,0.220455671437386,0.0627450850552571,-0.0790921737632655,-0.345956377985861,-0.226125116713352,-0.226125116713352,-0.269422675518891,-0.249830838784197
"TGFB",-0.269422675518891,-0.269422675518891,-0.269422675518891,-0.269422675518891,-0.269422675518891,-0.249830838784197,-0.235579530629042,-0.0726538203877212,0.0873465715981775,0.265064658240638,0.249830838784197,0.249830838784197,0.288132352938245,0.269422675518891
"SNAIL1",-0.288132352938245,-0.288132352938245,-0.288132352938245,-0.288132352938245,-0.288132352938245,-0.269422675518891,-0.250532119979881,-0.0816740003050565,-0.00734235101183765,0.281930211144377,0.269422675518891,0.269422675518891,0.305018784244073,0.288132352938245
"HAS2",-0.613903233995856,-0.613903233995856,-0.613903233995856,-0.613903233995856,-0.613903233995856,-0.546906534325889,-0.519076767356457,-0.369982174688057,0.272638996762032,0.498132569309513,0.646906534325889,0.546906534325889,0.676962057525268,0.613903233995856
"ZEB1",-0.733378086341117,-0.733378086341117,-0.733378086341117,-0.733378086341117,-0.733378086341117,-0.676962057525268,-0.611691693950144,-0.43118975503489,0.311723231766374,0.61042496946599,0.676962057525268,0.676962057525268,0.685162911179237,0.733378086341117
"HA",-0.676962057525268,-0.676962057525268,-0.676962057525268,-0.676962057525268,-0.676962057525268,-0.613903233995856,-0.568200910540006,-0.40250311909019,0.293182561909914,0.55582487700182,0.613903233995856,0.613903233995856,0.733378086341117,0.676962057525268
"CD44s",-0.676962057525268,-0.676962057525268,-0.676962057525268,-0.676962057525268,-0.676962057525268,-0.613903233995856,-0.568200910540006,-0.40250311909019,0.293182561909914,0.55582487700182,0.613903233995856,0.613903233995856,0.733378086341117,0.676962057525268
