"","ZEB1","VIM","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",0.711057024278213,0.643766222281134,0.632249283247849,0.376827622980848,-0.753892820393106,-0.643766222281134,-0.643766222281134,-0.753892820393106,-0.753892820393106,0.753892820393106,0.692794216160778,-0.753892820393106,0,-0.753892820393106,0.594227051774222,-0.643766222281134,0.692794216160778,-0.692794216160778
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGFB",0.351420346443735,0.311675592184462,0.328925634454697,0.174063173023357,-0.325044634868783,-0.311675592184462,-0.311675592184462,-0.325044634868783,-0.325044634868783,0.325044634868783,0.299126267521844,-0.325044634868783,0,-0.325044634868783,0.290032828168816,-0.311675592184462,0.299126267521844,-0.299126267521844
"SNAIL1",0.374261690552625,0.332317459434644,0.352235101439582,0.0852417263870391,-0.351420346443735,-0.332317459434644,-0.332317459434644,-0.351420346443735,-0.351420346443735,0.351420346443735,0.325044634868783,-0.351420346443735,0,-0.351420346443735,0.311675592184462,-0.332317459434644,0.325044634868783,-0.325044634868783
"MIR340",-0.753892820393106,-0.594227051774222,-0.573025982276975,-0.351708005755967,0.692794216160778,0.594227051774222,0.594227051774222,0.692794216160778,0.692794216160778,-0.692794216160778,-0.625264804396072,0.692794216160778,0,0.692794216160778,-0.540380897928068,0.594227051774222,-0.625264804396072,0.625264804396072
"MIR34",-0.351420346443735,-0.311675592184462,-0.328925634454697,-0.174063173023357,0.325044634868783,0.311675592184462,0.311675592184462,0.325044634868783,0.325044634868783,-0.325044634868783,-0.299126267521844,0.325044634868783,0,0.325044634868783,-0.290032828168816,0.311675592184462,-0.299126267521844,0.299126267521844
"MIR200",-0.651333521511331,-0.601557766362418,-0.691475389968448,-0.324663761302899,0.60100549901836,0.601557766362418,0.601557766362418,0.60100549901836,0.60100549901836,-0.60100549901836,-0.543897857276372,0.60100549901836,0,0.60100549901836,-0.55653657992174,0.601557766362418,-0.543897857276372,0.543897857276372
"MIR190",-0.325044634868783,-0.290032828168816,-0.400900156747691,-0.163643687231746,0.299126267521844,0.290032828168816,0.290032828168816,0.299126267521844,0.299126267521844,-0.299126267521844,-0.266156240273887,0.299126267521844,0,0.299126267521844,-0.265163262951425,0.290032828168816,-0.266156240273887,0.266156240273887
"MIR1199",-0.753892820393106,-0.594227051774222,-0.573025982276975,-0.351708005755967,0.692794216160778,0.594227051774222,0.594227051774222,0.692794216160778,0.692794216160778,-0.692794216160778,-0.625264804396072,0.692794216160778,0,0.692794216160778,-0.540380897928068,0.594227051774222,-0.625264804396072,0.625264804396072
"HAS2",0.692794216160778,0.540380897928068,0.509436238687232,0.322691219185224,-0.625264804396072,-0.540380897928068,-0.540380897928068,-0.625264804396072,-0.625264804396072,0.625264804396072,0.653647642679901,-0.625264804396072,0,-0.625264804396072,0.481890331890332,-0.540380897928068,0.553647642679901,-0.553647642679901
"HA",0.753892820393106,0.594227051774222,0.573025982276975,0.351708005755967,-0.692794216160778,-0.594227051774222,-0.594227051774222,-0.692794216160778,-0.692794216160778,0.692794216160778,0.625264804396072,-0.692794216160778,0,-0.692794216160778,0.540380897928068,-0.594227051774222,0.625264804396072,-0.625264804396072
"GRHL2",-0.863728118458643,-0.711728319823588,-0.686681377977716,-0.369408227666357,0.800849577266849,0.711728319823588,0.711728319823588,0.800849577266849,0.800849577266849,-0.800849577266849,-0.732245934595556,0.800849577266849,0,0.800849577266849,-0.656644520940907,0.711728319823588,-0.732245934595556,0.832245934595556
"EXTGFB",0.351420346443735,0.311675592184462,0.328925634454697,0.174063173023357,-0.325044634868783,-0.311675592184462,-0.311675592184462,-0.325044634868783,-0.325044634868783,0.325044634868783,0.299126267521844,-0.325044634868783,0,-0.325044634868783,0.290032828168816,-0.311675592184462,0.299126267521844,-0.299126267521844
"ESRP1",-0.692794216160778,-0.540380897928068,-0.509436238687232,-0.322691219185224,0.625264804396072,0.540380897928068,0.540380897928068,0.625264804396072,0.625264804396072,-0.625264804396072,-0.553647642679901,0.625264804396072,0,0.625264804396072,-0.481890331890332,0.540380897928068,-0.653647642679901,0.553647642679901
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"CD44s",0.753892820393106,0.594227051774222,0.573025982276975,0.351708005755967,-0.692794216160778,-0.594227051774222,-0.594227051774222,-0.692794216160778,-0.692794216160778,0.692794216160778,0.625264804396072,-0.692794216160778,0,-0.692794216160778,0.540380897928068,-0.594227051774222,0.625264804396072,-0.625264804396072
"CD24",-0.753892820393106,-0.594227051774222,-0.573025982276975,-0.351708005755967,0.692794216160778,0.594227051774222,0.594227051774222,0.692794216160778,0.692794216160778,-0.692794216160778,-0.625264804396072,0.692794216160778,0,0.692794216160778,-0.540380897928068,0.594227051774222,-0.625264804396072,0.625264804396072
