"","ZEB1","VIM","TGFB","SNAIL1","MIR340","MIR34","MIR200","MIR190","MIR1199","HAS2","HA","GRHL2","EXTGFB","ESRP1","EMT","CDH1","CD44s","CD24"
"ZEB1",0.825832929292309,0.674853407987992,0.668470615607425,0.377925509727687,-0.845932009264,-0.674853407987992,-0.674853407987992,-0.845932009264,-0.845932009264,0.845932009264,0.763246496896509,-0.845932009264,0,-0.845932009264,0.615378189329099,-0.674853407987992,0.763246496896509,-0.763246496896509
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"TGFB",0.212963664477148,0.170203118533648,0.148277255608512,0.128449811778407,-0.195572360129322,-0.170203118533648,-0.170203118533648,-0.195572360129322,-0.195572360129322,0.195572360129322,0.147953312510275,-0.195572360129322,0,-0.195572360129322,0.139661246612466,-0.170203118533648,0.147953312510275,-0.147953312510275
"SNAIL1",0.246977804304328,0.183255533744337,0.184640891972148,0.0366935393769729,-0.212963664477148,-0.183255533744337,-0.183255533744337,-0.212963664477148,-0.212963664477148,0.212963664477148,0.195572360129322,-0.212963664477148,0,-0.212963664477148,0.170203118533648,-0.183255533744337,0.195572360129322,-0.195572360129322
"MIR340",-0.845932009264,-0.615378189329099,-0.597322579353648,-0.35127343095307,0.763246496896509,0.615378189329099,0.615378189329099,0.763246496896509,0.763246496896509,-0.763246496896509,-0.675798798151739,0.763246496896509,0,0.763246496896509,-0.55343965505014,0.615378189329099,-0.675798798151739,0.675798798151739
"MIR34",-0.212963664477148,-0.170203118533648,-0.148277255608512,-0.128449811778407,0.195572360129322,0.170203118533648,0.170203118533648,0.195572360129322,0.195572360129322,-0.195572360129322,-0.147953312510275,0.195572360129322,0,0.195572360129322,-0.139661246612466,0.170203118533648,-0.147953312510275,0.147953312510275
"MIR200",-0.802113433618267,-0.642056112394921,-0.747107379067761,-0.324984901174378,0.724915221993826,0.642056112394921,0.642056112394921,0.724915221993826,0.724915221993826,-0.724915221993826,-0.649331739049481,0.724915221993826,0,0.724915221993826,-0.589778884672148,0.642056112394921,-0.649331739049481,0.649331739049481
"MIR190",-0.195572360129322,-0.139661246612466,-0.245396597172298,-0.120098634048214,0.147953312510275,0.139661246612466,0.139661246612466,0.147953312510275,0.147953312510275,-0.147953312510275,-0.144155844155844,0.147953312510275,0,0.147953312510275,-0.137222222222222,0.139661246612466,-0.144155844155844,0.144155844155844
"MIR1199",-0.845932009264,-0.615378189329099,-0.597322579353648,-0.35127343095307,0.763246496896509,0.615378189329099,0.615378189329099,0.763246496896509,0.763246496896509,-0.763246496896509,-0.675798798151739,0.763246496896509,0,0.763246496896509,-0.55343965505014,0.615378189329099,-0.675798798151739,0.675798798151739
"HAS2",0.763246496896509,0.55343965505014,0.524613027696728,0.32017191907402,-0.675798798151739,-0.55343965505014,-0.55343965505014,-0.675798798151739,-0.675798798151739,0.675798798151739,0.687886710239651,-0.675798798151739,0,-0.675798798151739,0.489089201877934,-0.55343965505014,0.587886710239651,-0.587886710239651
"HA",0.845932009264,0.615378189329099,0.597322579353648,0.35127343095307,-0.763246496896509,-0.615378189329099,-0.615378189329099,-0.763246496896509,-0.763246496896509,0.763246496896509,0.675798798151739,-0.763246496896509,0,-0.763246496896509,0.55343965505014,-0.615378189329099,0.675798798151739,-0.675798798151739
"GRHL2",-0.952034711339792,-0.73437852706061,-0.71244902133447,-0.368544060232828,0.867935332457804,0.73437852706061,0.73437852706061,0.867935332457804,0.867935332457804,-0.867935332457804,-0.780359574882047,0.867935332457804,0,0.867935332457804,-0.671761704630703,0.73437852706061,-0.780359574882047,0.880359574882047
"EXTGFB",0.212963664477148,0.170203118533648,0.148277255608512,0.128449811778407,-0.195572360129322,-0.170203118533648,-0.170203118533648,-0.195572360129322,-0.195572360129322,0.195572360129322,0.147953312510275,-0.195572360129322,0,-0.195572360129322,0.139661246612466,-0.170203118533648,0.147953312510275,-0.147953312510275
"ESRP1",-0.763246496896509,-0.55343965505014,-0.524613027696728,-0.32017191907402,0.675798798151739,0.55343965505014,0.55343965505014,0.675798798151739,0.675798798151739,-0.675798798151739,-0.587886710239651,0.675798798151739,0,0.675798798151739,-0.489089201877934,0.55343965505014,-0.687886710239651,0.587886710239651
"EMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0
"CD44s",0.845932009264,0.615378189329099,0.597322579353648,0.35127343095307,-0.763246496896509,-0.615378189329099,-0.615378189329099,-0.763246496896509,-0.763246496896509,0.763246496896509,0.675798798151739,-0.763246496896509,0,-0.763246496896509,0.55343965505014,-0.615378189329099,0.675798798151739,-0.675798798151739
"CD24",-0.845932009264,-0.615378189329099,-0.597322579353648,-0.35127343095307,0.763246496896509,0.615378189329099,0.615378189329099,0.763246496896509,0.763246496896509,-0.763246496896509,-0.675798798151739,0.763246496896509,0,0.763246496896509,-0.55343965505014,0.615378189329099,-0.675798798151739,0.675798798151739
