"","MIR340","MIR190","MIR1199","GRHL2","ESRP1","CD24","MIR34","MIR200","SNAIL1","TGFB","HA","CD44s","ZEB1","HAS2"
"GRHL2",0.800849577266849,0.800849577266849,0.800849577266849,0.800849577266849,0.800849577266849,0.832245934595556,0.711728319823588,0.711728319823588,-0.369408227666357,-0.686681377977716,-0.732245934595556,-0.732245934595556,-0.863728118458643,-0.800849577266849
"MIR340",0.692794216160778,0.692794216160778,0.692794216160778,0.692794216160778,0.692794216160778,0.625264804396072,0.594227051774222,0.594227051774222,-0.351708005755967,-0.573025982276975,-0.625264804396072,-0.625264804396072,-0.753892820393106,-0.692794216160778
"MIR1199",0.692794216160778,0.692794216160778,0.692794216160778,0.692794216160778,0.692794216160778,0.625264804396072,0.594227051774222,0.594227051774222,-0.351708005755967,-0.573025982276975,-0.625264804396072,-0.625264804396072,-0.753892820393106,-0.692794216160778
"CD24",0.692794216160778,0.692794216160778,0.692794216160778,0.692794216160778,0.692794216160778,0.625264804396072,0.594227051774222,0.594227051774222,-0.351708005755967,-0.573025982276975,-0.625264804396072,-0.625264804396072,-0.753892820393106,-0.692794216160778
"ESRP1",0.625264804396072,0.625264804396072,0.625264804396072,0.625264804396072,0.625264804396072,0.553647642679901,0.540380897928068,0.540380897928068,-0.322691219185224,-0.509436238687232,-0.553647642679901,-0.653647642679901,-0.692794216160778,-0.625264804396072
"MIR200",0.60100549901836,0.60100549901836,0.60100549901836,0.60100549901836,0.60100549901836,0.543897857276372,0.601557766362418,0.601557766362418,-0.324663761302899,-0.691475389968448,-0.543897857276372,-0.543897857276372,-0.651333521511331,-0.60100549901836
"MIR34",0.325044634868783,0.325044634868783,0.325044634868783,0.325044634868783,0.325044634868783,0.299126267521844,0.311675592184462,0.311675592184462,-0.174063173023357,-0.328925634454697,-0.299126267521844,-0.299126267521844,-0.351420346443735,-0.325044634868783
"MIR190",0.299126267521844,0.299126267521844,0.299126267521844,0.299126267521844,0.299126267521844,0.266156240273887,0.290032828168816,0.290032828168816,-0.163643687231746,-0.400900156747691,-0.266156240273887,-0.266156240273887,-0.325044634868783,-0.299126267521844
"TGFB",-0.325044634868783,-0.325044634868783,-0.325044634868783,-0.325044634868783,-0.325044634868783,-0.299126267521844,-0.311675592184462,-0.311675592184462,0.174063173023357,0.328925634454697,0.299126267521844,0.299126267521844,0.351420346443735,0.325044634868783
"SNAIL1",-0.351420346443735,-0.351420346443735,-0.351420346443735,-0.351420346443735,-0.351420346443735,-0.325044634868783,-0.332317459434644,-0.332317459434644,0.0852417263870391,0.352235101439582,0.325044634868783,0.325044634868783,0.374261690552625,0.351420346443735
"HAS2",-0.625264804396072,-0.625264804396072,-0.625264804396072,-0.625264804396072,-0.625264804396072,-0.553647642679901,-0.540380897928068,-0.540380897928068,0.322691219185224,0.509436238687232,0.653647642679901,0.553647642679901,0.692794216160778,0.625264804396072
"ZEB1",-0.753892820393106,-0.753892820393106,-0.753892820393106,-0.753892820393106,-0.753892820393106,-0.692794216160778,-0.643766222281134,-0.643766222281134,0.376827622980848,0.632249283247849,0.692794216160778,0.692794216160778,0.711057024278213,0.753892820393106
"HA",-0.692794216160778,-0.692794216160778,-0.692794216160778,-0.692794216160778,-0.692794216160778,-0.625264804396072,-0.594227051774222,-0.594227051774222,0.351708005755967,0.573025982276975,0.625264804396072,0.625264804396072,0.753892820393106,0.692794216160778
"CD44s",-0.692794216160778,-0.692794216160778,-0.692794216160778,-0.692794216160778,-0.692794216160778,-0.625264804396072,-0.594227051774222,-0.594227051774222,0.351708005755967,0.573025982276975,0.625264804396072,0.625264804396072,0.753892820393106,0.692794216160778
