"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,-0.0074638044746252,-0.0074638044746252,-1,0.0074638044746252
"SNAIL",-0.0074638044746252,1,1,0.00746380447462522,-1
"ZEB",-0.0074638044746252,1,1,0.00746380447462522,-1
"miR145",-1,0.00746380447462522,0.00746380447462522,1,-0.00746380447462522
"miR200",0.0074638044746252,-1,-1,-0.00746380447462522,1
