"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.00611853001666199,-0.351511703863252,-1,0.351511703863252
"SNAIL",0.00611853001666199,1,0.642312367136781,-0.006118530016662,-0.642312367136781
"ZEB",-0.351511703863252,0.642312367136781,1,0.351511703863252,-1
"miR145",-1,-0.006118530016662,0.351511703863252,1,-0.351511703863252
"miR200",0.351511703863252,-0.642312367136781,-1,-0.351511703863252,1
