"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.00740955762237632,0.583907961464473,-1,-0.583907961464473
"SNAIL",0.00740955762237632,1,0.423505175287645,-0.00740955762237632,-0.423505175287645
"ZEB",0.583907961464473,0.423505175287645,1,-0.583907961464473,-1
"miR145",-1,-0.00740955762237632,-0.583907961464473,1,0.583907961464473
"miR200",-0.583907961464473,-0.423505175287645,-1,0.583907961464473,1
