"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.00119960596039016,0.210449269719284,-1,0.37706632583907
"SNAIL",0.00119960596039016,1,0.0342072576347099,-0.00119960596039015,-0.621732482957866
"ZEB",0.210449269719284,0.0342072576347099,1,-0.210449269719284,-0.412479275208811
"miR145",-1,-0.00119960596039015,-0.210449269719284,1,-0.37706632583907
"miR200",0.37706632583907,-0.621732482957866,-0.412479275208811,-0.37706632583907,1
