"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.0711094380503311,0.0711094380503311,-1,-0.0711094380503311
"SNAIL",0.0711094380503311,1,1,-0.0711094380503311,-1
"ZEB",0.0711094380503311,1,1,-0.0711094380503311,-1
"miR145",-1,-0.0711094380503311,-0.0711094380503311,1,0.0711094380503311
"miR200",-0.0711094380503311,-1,-1,0.0711094380503311,1
