"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.00710804622687842,0.00710804622687842,-1,1
"SNAIL",0.00710804622687842,1,1,-0.00710804622687842,0.00710804622687842
"ZEB",0.00710804622687842,1,1,-0.00710804622687842,0.00710804622687842
"miR145",-1,-0.00710804622687842,-0.00710804622687842,1,-1
"miR200",1,0.00710804622687842,0.00710804622687842,-1,1
