"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.041501535410863,1,-1,-0.041501535410863
"SNAIL",0.041501535410863,1,0.041501535410863,-0.041501535410863,-1
"ZEB",1,0.041501535410863,1,-1,-0.041501535410863
"miR145",-1,-0.041501535410863,-1,1,0.041501535410863
"miR200",-0.041501535410863,-1,-0.041501535410863,0.041501535410863,1
