"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.0130947965392136,-0.355810527603685,-1,0.355810527603685
"SNAIL",0.0130947965392136,1,0.631090659872882,-0.0130947965392136,-0.631090659872882
"ZEB",-0.355810527603685,0.631090659872882,1,0.355810527603685,-1
"miR145",-1,-0.0130947965392136,0.355810527603685,1,-0.355810527603685
"miR200",0.355810527603685,-0.631090659872882,-1,-0.355810527603685,1
