"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.418333540127521,1,-1,-1
"SNAIL",0.418333540127521,1,0.418333540127521,-0.418333540127521,-0.418333540127521
"ZEB",1,0.418333540127521,1,-1,-1
"miR145",-1,-0.418333540127521,-1,1,1
"miR200",-1,-0.418333540127521,-1,1,1
