"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,-0.00789685708309947,0.00430246647074398,-1,0.503651153613252
"SNAIL",-0.00789685708309947,1,-0.00370501843117975,0.00789685708309945,-0.504254671967516
"ZEB",0.00430246647074398,-0.00370501843117975,1,-0.00430246647074399,-0.492047565676562
"miR145",-1,0.00789685708309945,-0.00430246647074399,1,-0.503651153613252
"miR200",0.503651153613252,-0.504254671967516,-0.492047565676562,-0.503651153613252,1
