"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.115711284082784,1,-1,-0.115711284082784
"SNAIL",0.115711284082784,1,0.115711284082784,-0.115711284082784,-1
"ZEB",1,0.115711284082784,1,-1,-0.115711284082784
"miR145",-1,-0.115711284082784,-1,1,0.115711284082784
"miR200",-0.115711284082784,-1,-0.115711284082784,0.115711284082784,1
