"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,-0.0077845893859581,-0.357463324869206,-1,0.357463324869206
"SNAIL",-0.0077845893859581,1,0.650327701282666,0.00778458938595812,-0.650327701282666
"ZEB",-0.357463324869206,0.650327701282666,1,0.357463324869206,-1
"miR145",-1,0.00778458938595812,0.357463324869206,1,-0.357463324869206
"miR200",0.357463324869206,-0.650327701282666,-1,-0.357463324869206,1
