"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.0073066614136065,0.0073066614136065,-1,-0.00730666141360652
"SNAIL",0.0073066614136065,1,1,-0.00730666141360652,-1
"ZEB",0.0073066614136065,1,1,-0.00730666141360652,-1
"miR145",-1,-0.00730666141360652,-0.00730666141360652,1,0.0073066614136065
"miR200",-0.00730666141360652,-1,-1,0.0073066614136065,1
