"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.0637353204907995,0.0637353204907995,-1,0.442532753361935
"SNAIL",0.0637353204907995,1,1,-0.0637353204907995,-0.493741407644786
"ZEB",0.0637353204907995,1,1,-0.0637353204907995,-0.493741407644786
"miR145",-1,-0.0637353204907995,-0.0637353204907995,1,-0.442532753361935
"miR200",0.442532753361935,-0.493741407644786,-0.493741407644786,-0.442532753361935,1
