"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.127712872791588,1,-1,1
"SNAIL",0.127712872791588,1,0.127712872791588,-0.127712872791588,0.127712872791588
"ZEB",1,0.127712872791588,1,-1,1
"miR145",-1,-0.127712872791588,-1,1,-1
"miR200",1,0.127712872791588,1,-1,1
