"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.254634095996875,1,-1,-0.254634095996875
"SNAIL",0.254634095996875,1,0.254634095996875,-0.254634095996875,-1
"ZEB",1,0.254634095996875,1,-1,-0.254634095996875
"miR145",-1,-0.254634095996875,-1,1,0.254634095996875
"miR200",-0.254634095996875,-1,-0.254634095996875,0.254634095996875,1
