"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.00349739430782962,0.00349739430782962,-1,-0.00349739430782962
"SNAIL",0.00349739430782962,1,1,-0.00349739430782962,-1
"ZEB",0.00349739430782962,1,1,-0.00349739430782962,-1
"miR145",-1,-0.00349739430782962,-0.00349739430782962,1,0.00349739430782962
"miR200",-0.00349739430782962,-1,-1,0.00349739430782962,1
