"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.126300972867242,1,-1,1
"SNAIL",0.126300972867242,1,0.126300972867242,-0.126300972867242,0.126300972867242
"ZEB",1,0.126300972867242,1,-1,1
"miR145",-1,-0.126300972867242,-1,1,-1
"miR200",1,0.126300972867242,1,-1,1
