"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.2483625374244,1,-1,-0.2483625374244
"SNAIL",0.2483625374244,1,0.2483625374244,-0.2483625374244,-1
"ZEB",1,0.2483625374244,1,-1,-0.2483625374244
"miR145",-1,-0.2483625374244,-1,1,0.2483625374244
"miR200",-0.2483625374244,-1,-0.2483625374244,0.2483625374244,1
