"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.00181575644417184,0.00496851931883039,-1,-0.00496851931883039
"SNAIL",0.00181575644417184,1,0.26068126375939,-0.00181575644417182,-0.26068126375939
"ZEB",0.00496851931883039,0.26068126375939,1,-0.00496851931883039,-1
"miR145",-1,-0.00181575644417182,-0.00496851931883039,1,0.00496851931883039
"miR200",-0.00496851931883039,-0.26068126375939,-1,0.00496851931883039,1
