"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.00200657527153506,1,-1,-1
"SNAIL",0.00200657527153506,1,0.00200657527153506,-0.00200657527153507,-0.00200657527153507
"ZEB",1,0.00200657527153506,1,-1,-1
"miR145",-1,-0.00200657527153507,-1,1,1
"miR200",-1,-0.00200657527153507,-1,1,1
