"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,-0.00106671582848102,0.000259366284917918,-1,-0.000259366284917908
"SNAIL",-0.00106671582848102,1,-0.00566258382730805,0.00106671582848098,0.00566258382730806
"ZEB",0.000259366284917918,-0.00566258382730805,1,-0.000259366284917909,-1
"miR145",-1,0.00106671582848098,-0.000259366284917909,1,0.000259366284917918
"miR200",-0.000259366284917908,0.00566258382730806,-1,0.000259366284917918,1
