"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.251927492747483,1,-1,-1
"SNAIL",0.251927492747483,1,0.251927492747483,-0.251927492747483,-0.251927492747483
"ZEB",1,0.251927492747483,1,-1,-1
"miR145",-1,-0.251927492747483,-1,1,1
"miR200",-1,-0.251927492747483,-1,1,1
