"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.0094587277436607,-0.00251896296625939,-1,-0.0094587277436607
"SNAIL",0.0094587277436607,1,0.0116772119339411,-0.00945872774366075,-1
"ZEB",-0.00251896296625939,0.0116772119339411,1,0.00251896296625938,-0.0116772119339411
"miR145",-1,-0.00945872774366075,0.00251896296625938,1,0.00945872774366075
"miR200",-0.0094587277436607,-1,-0.0116772119339411,0.00945872774366075,1
