"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.00267912095435626,0.109296274552054,-1,0.367348134127843
"SNAIL",0.00267912095435626,1,0.153264371054584,-0.00267912095435625,-0.62996113370801
"ZEB",0.109296274552054,0.153264371054584,1,-0.109296274552054,-0.523344944380167
"miR145",-1,-0.00267912095435625,-0.109296274552054,1,-0.367348134127842
"miR200",0.367348134127843,-0.62996113370801,-0.523344944380167,-0.367348134127842,1
