"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.0559564857314524,0.496845283506533,-1,-0.496845283506533
"SNAIL",0.0559564857314524,1,0.559085744833465,-0.0559564857314524,-0.559085744833465
"ZEB",0.496845283506533,0.559085744833465,1,-0.496845283506533,-1
"miR145",-1,-0.0559564857314524,-0.496845283506533,1,0.496845283506533
"miR200",-0.496845283506533,-0.559085744833465,-1,0.496845283506533,1
