"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.00860172653979219,0.461491522697211,-1,1
"SNAIL",0.00860172653979219,1,0.547109815961201,-0.00860172653979217,0.00860172653979219
"ZEB",0.461491522697211,0.547109815961201,1,-0.461491522697211,0.461491522697211
"miR145",-1,-0.00860172653979217,-0.461491522697211,1,-1
"miR200",1,0.00860172653979219,0.461491522697211,-1,1
