"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.0150075728201624,0.11502314766277,-1,1
"SNAIL",0.0150075728201624,1,0.164635564553793,-0.0150075728201625,0.0150075728201624
"ZEB",0.11502314766277,0.164635564553793,1,-0.11502314766277,0.11502314766277
"miR145",-1,-0.0150075728201625,-0.11502314766277,1,-1
"miR200",1,0.0150075728201624,0.11502314766277,-1,1
