"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.109291747587574,1,-1,-0.109291747587574
"SNAIL",0.109291747587574,1,0.109291747587574,-0.109291747587574,-1
"ZEB",1,0.109291747587574,1,-1,-0.109291747587574
"miR145",-1,-0.109291747587574,-1,1,0.109291747587574
"miR200",-0.109291747587574,-1,-0.109291747587574,0.109291747587574,1
