"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.0426086444665137,0.622724993450537,-1,-0.0426086444665137
"SNAIL",0.0426086444665137,1,0.419888370151638,-0.0426086444665137,-1
"ZEB",0.622724993450537,0.419888370151638,1,-0.622724993450537,-0.419888370151638
"miR145",-1,-0.0426086444665137,-0.622724993450537,1,0.0426086444665137
"miR200",-0.0426086444665137,-1,-0.419888370151638,0.0426086444665137,1
