"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.00338840130730087,0.114402059079348,-1,0.355901966751475
"SNAIL",0.00338840130730087,1,0.170401891888033,-0.00338840130730093,-0.64071927177054
"ZEB",0.114402059079348,0.170401891888033,1,-0.114402059079348,-0.529675379297138
"miR145",-1,-0.00338840130730093,-0.114402059079348,1,-0.355901966751475
"miR200",0.355901966751475,-0.64071927177054,-0.529675379297138,-0.355901966751475,1
