"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.00269170789028862,0.198916951267858,-1,0.378659934082927
"SNAIL",0.00269170789028862,1,0.0411006507513459,-0.00269170789028862,-0.61868741049552
"ZEB",0.198916951267858,0.0411006507513459,1,-0.198916951267858,-0.422400880639151
"miR145",-1,-0.00269170789028862,-0.198916951267858,1,-0.378659934082927
"miR200",0.378659934082927,-0.61868741049552,-0.422400880639151,-0.378659934082927,1
