"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.247097355364834,1,-1,1
"SNAIL",0.247097355364834,1,0.247097355364834,-0.247097355364834,0.247097355364834
"ZEB",1,0.247097355364834,1,-1,1
"miR145",-1,-0.247097355364834,-1,1,-1
"miR200",1,0.247097355364834,1,-1,1
