"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,-0.00540667745767661,0.102036329437627,-1,0.37375077437039
"SNAIL",-0.00540667745767661,1,0.155852099958889,0.00540667745767661,-0.631654089981721
"ZEB",0.102036329437627,0.155852099958889,1,-0.102036329437627,-0.524211284330164
"miR145",-1,0.00540667745767661,-0.102036329437627,1,-0.37375077437039
"miR200",0.37375077437039,-0.631654089981721,-0.524211284330164,-0.37375077437039,1
