"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,-0.00479795516684473,-0.00479795516684473,-1,0.00479795516684473
"SNAIL",-0.00479795516684473,1,1,0.00479795516684475,-1
"ZEB",-0.00479795516684473,1,1,0.00479795516684475,-1
"miR145",-1,0.00479795516684475,0.00479795516684475,1,-0.00479795516684475
"miR200",0.00479795516684473,-1,-1,-0.00479795516684475,1
