"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.0259929833223262,0.613747390530189,-1,-0.0259929833223262
"SNAIL",0.0259929833223262,1,0.412228233514363,-0.0259929833223262,-1
"ZEB",0.613747390530189,0.412228233514363,1,-0.61374739053019,-0.412228233514363
"miR145",-1,-0.0259929833223262,-0.61374739053019,1,0.0259929833223262
"miR200",-0.0259929833223262,-1,-0.412228233514363,0.0259929833223262,1
