"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,-0.000188837778505782,0.583770393411846,-1,0.000188837778505803
"SNAIL",-0.000188837778505782,1,0.41607566180608,0.000188837778505782,-1
"ZEB",0.583770393411846,0.41607566180608,1,-0.583770393411846,-0.416075661806081
"miR145",-1,0.000188837778505782,-0.583770393411846,1,-0.000188837778505803
"miR200",0.000188837778505803,-1,-0.416075661806081,-0.000188837778505803,1
