"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,-0.00170988728389585,0.461743251674537,-1,-0.461743251674537
"SNAIL",-0.00170988728389585,1,0.53654672328157,0.00170988728389585,-0.53654672328157
"ZEB",0.461743251674537,0.53654672328157,1,-0.461743251674537,-1
"miR145",-1,0.00170988728389585,-0.461743251674537,1,0.461743251674537
"miR200",-0.461743251674537,-0.53654672328157,-1,0.461743251674537,1
