"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,-0.00249057024188953,-0.389937291611011,-1,1
"SNAIL",-0.00249057024188953,1,0.612561648947172,0.00249057024188953,-0.00249057024188953
"ZEB",-0.389937291611011,0.612561648947172,1,0.389937291611011,-0.389937291611011
"miR145",-1,0.00249057024188953,0.389937291611011,1,-1
"miR200",1,-0.00249057024188953,-0.389937291611011,-1,1
