"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.00318030762379005,0.00318030762379005,-1,-0.00318030762379005
"SNAIL",0.00318030762379005,1,1,-0.00318030762379007,-1
"ZEB",0.00318030762379005,1,1,-0.00318030762379007,-1
"miR145",-1,-0.00318030762379007,-0.00318030762379007,1,0.00318030762379007
"miR200",-0.00318030762379005,-1,-1,0.00318030762379007,1
