"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.00879953935071802,-0.346879235564841,-1,0.574726459931892
"SNAIL",0.00879953935071802,1,0.644328887649254,-0.00879953935071805,-0.41648078212136
"ZEB",-0.346879235564841,0.644328887649254,1,0.346879235564841,-0.7721502339872
"miR145",-1,-0.00879953935071805,0.346879235564841,1,-0.574726459931892
"miR200",0.574726459931892,-0.41648078212136,-0.7721502339872,-0.574726459931892,1
