"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.0245972398329666,0.354080500501494,-1,-0.354080500501494
"SNAIL",0.0245972398329666,1,0.113622390312226,-0.0245972398329666,-0.113622390312226
"ZEB",0.354080500501494,0.113622390312226,1,-0.354080500501494,-1
"miR145",-1,-0.0245972398329666,-0.354080500501494,1,0.354080500501494
"miR200",-0.354080500501494,-0.113622390312226,-1,0.354080500501494,1
