"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,-0.000376005766107626,-0.000376005766107626,-1,0.000376005766107647
"SNAIL",-0.000376005766107626,1,1,0.000376005766107647,-1
"ZEB",-0.000376005766107626,1,1,0.000376005766107647,-1
"miR145",-1,0.000376005766107647,0.000376005766107647,1,-0.000376005766107627
"miR200",0.000376005766107647,-1,-1,-0.000376005766107627,1
