"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.00840049010862198,0.466094987987292,-1,-0.00840049010862198
"SNAIL",0.00840049010862198,1,0.542310004619452,-0.00840049010862198,-1
"ZEB",0.466094987987292,0.542310004619452,1,-0.466094987987292,-0.542310004619452
"miR145",-1,-0.00840049010862198,-0.466094987987292,1,0.00840049010862198
"miR200",-0.00840049010862198,-1,-0.542310004619452,0.00840049010862198,1
