"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.00830246114458829,0.2149658341417,-1,0.371411421709485
"SNAIL",0.00830246114458829,1,0.0339112681789283,-0.00830246114458834,-0.620286341427766
"ZEB",0.2149658341417,0.0339112681789283,1,-0.2149658341417,-0.4136245766935
"miR145",-1,-0.00830246114458834,-0.2149658341417,1,-0.371411421709485
"miR200",0.371411421709485,-0.620286341427766,-0.4136245766935,-0.371411421709485,1
