"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.0588155472574882,0.606203154080481,-1,-0.606203154080481
"SNAIL",0.0588155472574882,1,0.452595189390308,-0.0588155472574882,-0.452595189390308
"ZEB",0.606203154080481,0.452595189390308,1,-0.606203154080481,-1
"miR145",-1,-0.0588155472574882,-0.606203154080481,1,0.606203154080481
"miR200",-0.606203154080481,-0.452595189390308,-1,0.606203154080481,1
