"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,-0.0018093400200695,-0.0018093400200695,-1,1
"SNAIL",-0.0018093400200695,1,1,0.00180934002006952,-0.0018093400200695
"ZEB",-0.0018093400200695,1,1,0.00180934002006952,-0.0018093400200695
"miR145",-1,0.00180934002006952,0.00180934002006952,1,-1
"miR200",1,-0.0018093400200695,-0.0018093400200695,-1,1
