"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,-0.00392615834891129,0.216597637038632,-1,1
"SNAIL",-0.00392615834891129,1,-0.0110520432797395,0.00392615834891129,-0.00392615834891129
"ZEB",0.216597637038632,-0.0110520432797395,1,-0.216597637038632,0.216597637038632
"miR145",-1,0.00392615834891129,-0.216597637038632,1,-1
"miR200",1,-0.00392615834891129,0.216597637038632,-1,1
