"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.125702150094244,1,-1,1
"SNAIL",0.125702150094244,1,0.125702150094244,-0.125702150094244,0.125702150094244
"ZEB",1,0.125702150094244,1,-1,1
"miR145",-1,-0.125702150094244,-1,1,-1
"miR200",1,0.125702150094244,1,-1,1
