"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.0470781051071329,0.0470781051071329,-1,-0.047078105107133
"SNAIL",0.0470781051071329,1,1,-0.047078105107133,-1
"ZEB",0.0470781051071329,1,1,-0.047078105107133,-1
"miR145",-1,-0.047078105107133,-0.047078105107133,1,0.0470781051071329
"miR200",-0.047078105107133,-1,-1,0.0470781051071329,1
