"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.00458755998598133,1,-1,-0.00458755998598131
"SNAIL",0.00458755998598133,1,0.00458755998598133,-0.00458755998598131,-1
"ZEB",1,0.00458755998598133,1,-1,-0.00458755998598131
"miR145",-1,-0.00458755998598131,-1,1,0.00458755998598133
"miR200",-0.00458755998598131,-1,-0.00458755998598131,0.00458755998598133,1
