"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,-0.000874427461552409,0.600909818781063,-1,1
"SNAIL",-0.000874427461552409,1,0.39820705965489,0.000874427461552399,-0.000874427461552409
"ZEB",0.600909818781063,0.39820705965489,1,-0.600909818781063,0.600909818781063
"miR145",-1,0.000874427461552399,-0.600909818781063,1,-1
"miR200",1,-0.000874427461552409,0.600909818781063,-1,1
