"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.038736153798109,0.619689843636863,-1,-0.0387361537981091
"SNAIL",0.038736153798109,1,0.419035267836328,-0.038736153798109,-1
"ZEB",0.619689843636863,0.419035267836328,1,-0.619689843636862,-0.419035267836328
"miR145",-1,-0.038736153798109,-0.619689843636862,1,0.0387361537981091
"miR200",-0.0387361537981091,-1,-0.419035267836328,0.0387361537981091,1
