"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.174480223607513,1,-1,-1
"SNAIL",0.174480223607513,1,0.174480223607513,-0.174480223607513,-0.174480223607513
"ZEB",1,0.174480223607513,1,-1,-1
"miR145",-1,-0.174480223607513,-1,1,1
"miR200",-1,-0.174480223607513,-1,1,1
