"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,0.0088676413085755,0.0088676413085755,-1,-0.0088676413085755
"SNAIL",0.0088676413085755,1,1,-0.00886764130857553,-1
"ZEB",0.0088676413085755,1,1,-0.00886764130857553,-1
"miR145",-1,-0.00886764130857553,-0.00886764130857553,1,0.00886764130857553
"miR200",-0.0088676413085755,-1,-1,0.00886764130857553,1
