"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,-0.00281717481826641,-0.00281717481826641,-1,0.0028171748182664
"SNAIL",-0.00281717481826641,1,1,0.00281717481826639,-1
"ZEB",-0.00281717481826641,1,1,0.00281717481826639,-1
"miR145",-1,0.00281717481826639,0.00281717481826639,1,-0.00281717481826641
"miR200",0.0028171748182664,-1,-1,-0.00281717481826641,1
