"","OCT4","SNAIL","ZEB","miR145","miR200"
"OCT4",1,-0.00400129196049559,-0.00400129196049559,-1,0.00400129196049561
"SNAIL",-0.00400129196049559,1,1,0.00400129196049561,-1
"ZEB",-0.00400129196049559,1,1,0.00400129196049561,-1
"miR145",-1,0.00400129196049561,0.00400129196049561,1,-0.00400129196049559
"miR200",0.00400129196049561,-1,-1,-0.00400129196049559,1
